Customer_ID,Age,Gender,Income,Occupation,City,Credit_Score,Transaction_ID,Amount,Merchant_Type,Transaction_Time,Is_Fraud,Loan_ID,Loan_Amount,Tenure,EMI,Default_Status,Stock_Sentiment_Score,Stock_Return,Investment_Amount,Policy_ID,Claim_Amount,Claim_Status,Risk_Score
CUST00259,46,F,39477.32,Service,New York,616,TXN000259,83.34,Restaurant,2024-05-02 15:16:45,0,LOAN000259,11545.22,14,864.79,0,-0.737,-0.0886,2754.3,POL000259,0,0,83.81
CUST00260,51,M,93401.36,Manager,Dallas,696,TXN000260,45.23,Restaurant,2023-11-18 17:42:55,0,LOAN000260,50362.44,25,2149.87,0,-0.834,0.0736,16058.28,POL000260,4200.85,1,72.52
CUST00261,26,M,85415.74,Engineer,Seattle,587,TXN000261,42.99,Gas_Station,2023-10-19 09:43:08,0,LOAN000261,56582.99,58,1186.54,0,-2.266,-0.077,16054.18,POL000261,0,0,27.85
CUST00262,39,F,88916.91,Manager,San Diego,662,TXN000262,168.21,Utilities,2023-12-18 01:44:11,0,LOAN000262,25753.62,24,1150.26,0,-0.351,-0.0119,10691.49,POL000262,0,0,71.35
CUST00263,18,F,36179.23,Clerk,Chicago,509,TXN000263,301.08,Travel,2023-02-28 15:43:31,0,LOAN000263,6329.36,41,182.34,1,-0.228,0.046,4281.36,POL000263,0,0,58.19
CUST00264,24,M,151622.34,Doctor,Chicago,696,TXN000264,45.68,Utilities,2024-05-07 03:40:39,0,LOAN000264,246088,45,6129.5,0,0.715,0.1908,23148.44,POL000264,0,0,27.3
CUST00265,36,F,74278.31,Manager,San Diego,621,TXN000265,324.07,Travel,2024-09-09 04:23:31,0,LOAN000265,111657.11,50,2611.31,0,-1.399,-0.0902,11626.96,POL000265,0,0,78.95
CUST00266,21,M,30699.39,Student,San Francisco,559,TXN000266,52.13,Pharmacy,2024-11-14 14:43:14,0,LOAN000266,47295.1,9,5450.02,1,-1.52,-0.0079,3678.08,POL000266,0,0,64.38
CUST00267,64,M,84649.34,Teacher,Seattle,647,TXN000267,59.2,Restaurant,2024-08-20 05:02:27,0,LOAN000267,145495.08,14,10856.9,0,0.451,-0.0264,7174.38,POL000267,0,0,40.02
CUST00268,18,M,34173.52,Clerk,Houston,513,TXN000268,48.16,Restaurant,2023-03-14 07:24:45,0,LOAN000268,14488.66,46,378.68,0,1.007,-0.0068,2855.85,POL000268,0,0,47.58
CUST00269,33,M,52670.06,Manager,San Francisco,606,TXN000269,237.33,Electronics,2023-11-09 21:40:57,0,LOAN000269,49070.46,27,1989.24,0,-1.571,-0.0674,9436.6,POL000269,0,0,60.32
CUST00270,41,F,83890.6,Manager,San Francisco,607,TXN000270,124.99,Online_Retail,2024-02-05 11:43:54,0,LOAN000270,148411.16,23,6971.97,0,1.082,-0.0347,11957.88,POL000270,353.41,1,40.44
CUST00271,61,M,145460.57,Lawyer,Boston,751,TXN000271,41.93,Pharmacy,2024-08-05 09:19:46,0,LOAN000271,239781.88,17,14637.45,0,0.038,-0.0013,27190.83,POL000271,0,0,48.45
CUST00272,18,M,34839.92,Clerk,Miami,499,TXN000272,9.69,Entertainment,2023-08-05 02:30:09,0,LOAN000272,30013.8,47,774.7,0,1.092,-0.0519,3790.99,POL000272,0,0,27.89
CUST00273,57,F,82814.44,Manager,Denver,692,TXN000273,89.26,Entertainment,2024-06-23 14:12:50,1,LOAN000273,51053.68,48,1202.75,0,-0.07,0.0459,12831.45,POL000273,0,0,76.8
CUST00274,40,M,31466.58,Service,Philadelphia,544,TXN000274,388.56,Travel,2024-12-28 06:34:12,0,LOAN000274,54005.34,44,1448.65,0,-2.522,-0.0477,4712.97,POL000274,0,0,10.8
CUST00275,25,F,105131.16,Manager,Los Angeles,641,TXN000275,92.89,Clothing,2024-11-12 10:22:51,0,LOAN000275,140119.68,14,10463.49,0,-0.152,0.0181,17695.34,POL000275,0,0,25.07
CUST00276,46,F,97622.51,Engineer,San Diego,678,TXN000276,80.16,Restaurant,2023-10-14 15:59:07,0,LOAN000276,30732.29,11,2884.61,0,1.06,-0.0021,17802.5,POL000276,0,0,49.73
CUST00277,42,F,53323.96,Teacher,Boston,586,TXN000277,70.59,Grocery,2023-12-20 04:08:28,0,LOAN000277,11274.19,24,511.34,0,-0.894,-0.0362,6291.83,POL000277,0,0,62.84
CUST00278,30,M,41698.58,Sales,Seattle,589,TXN000278,96.17,Restaurant,2024-01-15 01:48:30,0,LOAN000278,16798.33,53,379.03,0,-0.388,0.0066,2274.22,POL000278,0,0,13.46
CUST00279,41,F,88017.42,Manager,New York,647,TXN000279,85.7,Electronics,2023-09-12 05:06:51,0,LOAN000279,107594.75,52,2407.78,0,-0.176,-0.0617,10676.53,POL000279,0,0,9.96
CUST00280,34,F,66872.47,Engineer,San Diego,588,TXN000280,423.02,Travel,2024-03-28 00:26:15,0,LOAN000280,92882.31,12,8090,0,-2.9,-0.0759,6868.88,POL000280,0,0,5.29
CUST00281,41,M,113122.92,Engineer,New York,634,TXN000281,146.77,Utilities,2023-01-02 22:06:05,0,LOAN000281,92933.47,21,4728.37,0,1.671,-0.0096,13482.7,POL000281,2528.64,1,6.82
CUST00282,49,F,41631.35,Clerk,Dallas,550,TXN000282,72.19,Restaurant,2024-11-05 21:36:52,0,LOAN000282,6442.49,10,671.12,0,-0.901,-0.0626,3148.17,POL000282,0,0,67.81
CUST00283,63,F,169728.43,Doctor,Atlanta,776,TXN000283,153.66,Utilities,2024-08-24 06:55:39,0,LOAN000283,287387.45,21,14254.1,0,0.506,-0.0954,28037.65,POL000283,2337.83,1,97.21
CUST00284,21,F,32606.58,Student,Los Angeles,497,TXN000284,37,Gas_Station,2024-10-20 00:20:36,0,LOAN000284,11355.08,6,1948.43,0,-0.087,0.0652,4586.64,POL000284,2042.87,1,38.26
CUST00285,71,F,35989.87,Retired,Boston,650,TXN000285,63.83,Gas_Station,2024-07-23 02:57:57,0,LOAN000285,11321.74,56,237.57,0,1.258,-0.0092,2487.23,POL000285,0,0,67.92
CUST00286,18,F,27410.28,Service,Philadelphia,525,TXN000286,29.16,Pharmacy,2023-03-14 08:17:10,0,LOAN000286,5135.25,42,144.2,0,0.406,0.0663,1793.72,POL000286,0,0,15.27
CUST00287,37,M,52416.18,Sales,Austin,616,TXN000287,36.41,Restaurant,2024-07-21 17:33:31,0,LOAN000287,36536.81,44,955.42,0,-0.235,0.0487,9048.76,POL000287,5037.72,1,62.2
CUST00288,48,F,88569.32,Engineer,San Diego,645,TXN000288,26.06,Pharmacy,2023-12-23 02:06:48,0,LOAN000288,122939.97,24,5509.91,0,-0.894,-0.0822,15013.71,POL000288,0,0,9.63
CUST00289,44,F,46697.8,Teacher,Austin,594,TXN000289,75.36,Restaurant,2024-05-08 02:17:07,0,LOAN000289,55833.44,59,1150.92,0,0.798,-0.0385,4617.5,POL000289,0,0,7.65
CUST00290,30,M,53243.59,Teacher,San Diego,605,TXN000290,161.46,Clothing,2024-05-30 20:32:17,0,LOAN000290,104251.03,42,2849.23,0,-1.873,0.0906,7849.05,POL000290,4413.44,1,75.16
CUST00291,36,M,93995.62,Doctor,Seattle,646,TXN000291,260.31,Electronics,2024-06-25 14:24:31,0,LOAN000291,69817.24,22,3393.27,0,0.646,0.1005,15872.54,POL000291,2608.46,1,76.76
CUST00292,32,M,100240.41,Engineer,Miami,643,TXN000292,31.96,Online_Retail,2023-10-06 05:45:20,0,LOAN000292,143454.29,31,5081.16,0,-1.099,-0.0236,13022.42,POL000292,0,0,79.27
CUST00293,31,F,32201.22,Clerk,San Diego,578,TXN000293,298.82,Online_Retail,2024-10-22 07:07:44,0,LOAN000293,43705.27,27,1782.94,0,1.252,0.0379,3546.08,POL000293,0,0,20.19
CUST00294,52,M,136270.38,Doctor,Phoenix,664,TXN000294,45.3,Gas_Station,2023-02-19 04:34:10,0,LOAN000294,103146.32,13,8248.83,0,0.161,-0.0283,15264.5,POL000294,1763.2,1,66.21
CUST00295,45,F,55474.52,Sales,Los Angeles,638,TXN000295,65.51,Gas_Station,2024-09-10 00:30:41,0,LOAN000295,46114.06,38,1361.59,0,0.644,0.0345,7940.14,POL000295,0,0,49.03
CUST00296,29,F,113786.28,Doctor,San Diego,660,TXN000296,46.97,Grocery,2024-02-20 02:23:38,0,LOAN000296,132089.26,7,19300.03,0,0.082,-0.0342,15041.68,POL000296,0,0,26.17
CUST00297,53,M,102236.5,Engineer,New York,647,TXN000297,35.33,Pharmacy,2023-11-05 21:57:40,0,LOAN000297,20823.08,35,660.04,0,-1.752,-0.1367,20046.92,POL000297,0,0,34.36
CUST00298,44,M,87786.87,Manager,Philadelphia,638,TXN000298,56.79,Gas_Station,2023-06-19 04:38:39,0,LOAN000298,34953.4,52,785.14,0,-0.861,-0.0833,9443.45,POL000298,0,0,85.97
CUST00299,52,F,54015.94,Clerk,Chicago,626,TXN000299,64.36,Gas_Station,2023-11-30 17:07:40,0,LOAN000299,92829.37,25,4021.54,0,0.672,0.0145,5461.4,POL000299,0,0,54.66
CUST00300,49,M,65406.96,Engineer,Denver,629,TXN000300,71.15,Grocery,2024-10-02 16:16:28,0,LOAN000300,15844.44,23,741.16,0,0.167,-0.0532,11255.71,POL000300,0,0,95.26
CUST00301,27,F,35884.66,Clerk,Austin,569,TXN000301,287.22,Electronics,2023-06-14 13:11:51,0,LOAN000301,20012.68,48,494.41,0,1.181,0.0203,4975.25,POL000301,0,0,3.16
CUST00302,31,M,139472.47,Lawyer,Dallas,714,TXN000302,47.4,Entertainment,2024-01-20 06:09:18,0,LOAN000302,27290.07,15,1889.49,0,0.403,-0.0457,23382.15,POL000302,0,0,43.04
CUST00303,51,M,88392.68,Lawyer,Boston,692,TXN000303,214.24,Travel,2023-07-28 13:53:22,0,LOAN000303,116881.9,29,4348.16,0,-0.967,-0.0585,10191.95,POL000303,0,0,91.49
CUST00304,49,M,51434.83,Teacher,Seattle,580,TXN000304,166.63,Utilities,2023-09-08 18:38:33,0,LOAN000304,28109.13,9,3233.57,0,-0.796,0.0267,8646.14,POL000304,0,0,38.36
CUST00305,39,F,43559.87,Clerk,Atlanta,610,TXN000305,293.31,Electronics,2024-10-05 09:26:39,0,LOAN000305,70671.38,42,1928.2,0,0.103,0.0144,5735.92,POL000305,957.56,1,31.46
CUST00306,41,M,52313.78,Sales,Philadelphia,644,TXN000306,88.86,Clothing,2023-08-09 06:33:29,0,LOAN000306,90373.08,9,10341.7,0,-2.314,-0.0468,4468.81,POL000306,1888.5,1,37.63
CUST00307,59,F,143931.95,Doctor,Los Angeles,743,TXN000307,71.3,Grocery,2023-09-20 08:12:44,0,LOAN000307,46856.04,18,2710.32,0,1.673,0.0774,21502.26,POL000307,0,0,45.97
CUST00308,31,F,110332.66,Lawyer,San Diego,675,TXN000308,44.53,Pharmacy,2024-03-01 02:36:28,0,LOAN000308,148001.19,30,5358.38,0,0.442,0.0329,6805.78,POL000308,0,0,3.29
CUST00309,48,F,145375.81,Doctor,Boston,771,TXN000309,54.18,Clothing,2024-03-24 21:27:50,0,LOAN000309,128431.28,18,7396.57,0,1.227,0.0969,27567.54,POL000309,0,0,55.67
CUST00310,36,F,150298.62,Doctor,Los Angeles,723,TXN000310,26.52,Entertainment,2023-04-12 10:27:11,0,LOAN000310,15078.33,23,692.51,0,-1.581,-0.0546,20459.89,POL000310,0,0,86.04
CUST00311,36,M,51934.26,Sales,Houston,601,TXN000311,142.98,Utilities,2024-03-15 17:39:13,0,LOAN000311,64813.24,29,2464.77,0,1.245,0.0034,6387.63,POL000311,0,0,30.3
CUST00312,56,F,88512.61,Engineer,San Diego,701,TXN000312,165.38,Utilities,2024-10-24 02:18:30,0,LOAN000312,60076.71,7,8754.31,0,2.231,-0.0204,12287.72,POL000312,0,0,70.61
CUST00313,52,F,148621.43,Doctor,Austin,726,TXN000313,29.51,Gas_Station,2024-01-12 23:21:15,0,LOAN000313,73272.95,53,1559.7,0,-1.321,-0.0479,17750.79,POL000313,0,0,49.15
CUST00314,52,M,63478.91,Clerk,San Diego,638,TXN000314,110.57,Restaurant,2024-09-04 07:02:42,0,LOAN000314,120970.16,38,3571.84,0,0.771,0.0637,8459.4,POL000314,0,0,13.45
CUST00315,59,F,57921.66,Sales,San Francisco,635,TXN000315,363.61,Travel,2023-09-24 23:46:15,0,LOAN000315,11765.22,24,528.36,0,0.001,0.065,10038.02,POL000315,0,0,71.57
CUST00316,40,M,84534.88,Lawyer,Los Angeles,681,TXN000316,71.18,Restaurant,2024-11-25 12:15:03,0,LOAN000316,81447.16,14,6052.3,0,-1.544,0.0171,6460.67,POL000316,0,0,48.75
CUST00317,50,F,122141.61,Manager,San Diego,667,TXN000317,21.28,Grocery,2024-06-14 03:41:24,0,LOAN000317,156040.81,33,5187.81,0,0.493,-0.0799,23620.05,POL000317,0,0,10.94
CUST00318,35,M,119550.66,Doctor,Boston,705,TXN000318,68.42,Electronics,2024-08-15 01:26:41,0,LOAN000318,161228.14,40,4449.91,0,0.834,0.0708,7225.78,POL000318,0,0,67.5
CUST00319,44,F,32231.57,Teacher,Phoenix,605,TXN000319,122.48,Online_Retail,2023-02-07 14:24:50,0,LOAN000319,10205.95,44,267.92,0,-0.601,-0.1039,2137.33,POL000319,0,0,66.01
CUST00320,38,M,57304.73,Sales,Seattle,561,TXN000320,1,Gas_Station,2023-02-05 16:26:17,0,LOAN000320,29874.07,15,2110.16,0,1.166,0.0682,9862.72,POL000320,0,0,68.54
CUST00321,41,F,76345.89,Engineer,Philadelphia,639,TXN000321,40.13,Pharmacy,2023-03-19 08:12:27,0,LOAN000321,128015.21,6,21787.41,0,-1.667,-0.0517,12650.63,POL000321,0,0,57.22
CUST00322,48,F,38293.84,Service,Houston,541,TXN000322,46.84,Grocery,2024-05-01 08:49:56,0,LOAN000322,25073.61,47,637.14,0,-1.495,0.0052,4091.19,POL000322,6936.61,1,47.59
CUST00323,27,M,106639.61,Lawyer,Philadelphia,649,TXN000323,262.15,Clothing,2024-08-31 20:45:51,0,LOAN000323,152919.33,26,6357.29,0,0.137,-0.0639,13238.7,POL000323,0,0,85.44
CUST00324,71,M,31143,Retired,Denver,669,TXN000324,152.32,Entertainment,2024-10-11 21:15:32,0,LOAN000324,12827.65,14,954.62,0,0.025,0.0591,4641.08,POL000324,0,0,50.67
CUST00325,24,M,34256.71,Service,Chicago,534,TXN000325,90.93,Clothing,2023-12-23 23:13:30,0,LOAN000325,50084.22,52,1174.39,0,-0.717,-0.0876,2178.04,POL000325,0,0,39.14
CUST00326,21,M,22822.57,Student,Los Angeles,538,TXN000326,47.87,Grocery,2023-01-13 15:30:23,1,LOAN000326,6920.42,20,374.68,0,0.81,-0.0172,3938.15,POL000326,0,0,49.47
CUST00327,57,F,125147.5,Lawyer,San Francisco,767,TXN000327,99.82,Entertainment,2023-04-07 11:56:55,0,LOAN000327,57108.87,40,1544.24,0,0.531,-0.0393,22913.16,POL000327,3687.97,1,97.09
CUST00328,51,F,104764.02,Lawyer,Miami,661,TXN000328,235.16,Utilities,2024-12-22 21:53:04,0,LOAN000328,88683.09,10,9146.22,0,0.858,-0.0706,19432.51,POL000328,0,0,61.69
CUST00329,49,M,102724.71,Engineer,Los Angeles,638,TXN000329,18.1,Clothing,2024-10-28 03:47:04,0,LOAN000329,162787.72,46,4063.22,0,-0.123,0.0023,14938.22,POL000329,0,0,35.28
CUST00330,49,F,122976.55,Lawyer,San Francisco,735,TXN000330,16.41,Restaurant,2023-05-03 17:01:34,0,LOAN000330,37477.71,27,1475.53,0,0.603,0.1024,6152.23,POL000330,2891.29,1,97.78
CUST00331,39,M,40239.16,Sales,San Francisco,647,TXN000331,37.56,Grocery,2023-12-09 18:09:58,0,LOAN000331,74868.6,46,1862.49,0,-0.446,0.1244,2897.57,POL000331,0,0,32.05
CUST00332,26,M,42601.87,Clerk,Houston,564,TXN000332,61.65,Grocery,2023-12-21 14:06:53,0,LOAN000332,51920.65,28,2056.05,0,2.054,0.0459,3083.63,POL000332,0,0,2.81
CUST00333,41,F,85263.1,Manager,Atlanta,667,TXN000333,84.91,Restaurant,2023-01-01 12:36:00,0,LOAN000333,81508.01,12,7039.85,0,-0.813,0.0396,11057.63,POL000333,1101.1,1,4.51
CUST00334,29,F,58080.58,Teacher,Denver,626,TXN000334,185.58,Online_Retail,2023-11-29 06:45:25,0,LOAN000334,111326.63,28,4345.35,0,2.105,0.0537,6301.59,POL000334,5330.53,1,83.69
CUST00335,54,F,109492.66,Manager,Philadelphia,665,TXN000335,4.02,Online_Retail,2023-06-07 03:29:04,0,LOAN000335,114723.61,49,2682.64,0,0.035,0.0256,14966.52,POL000335,5009.11,1,34.89
CUST00336,37,F,52654.01,Clerk,Philadelphia,582,TXN000336,1,Electronics,2024-06-18 20:16:58,0,LOAN000336,10124.63,30,375.15,0,-1.376,-0.0446,4178.1,POL000336,0,0,74.21
CUST00337,27,F,42988.81,Sales,Seattle,603,TXN000337,428.7,Travel,2024-12-07 08:34:45,0,LOAN000337,72812.32,32,2532.26,0,1.368,0.0371,6544.08,POL000337,0,0,2.69
CUST00338,35,F,34880.12,Clerk,Boston,625,TXN000338,45.15,Restaurant,2023-04-13 11:02:17,0,LOAN000338,37176.37,46,932.42,0,0.126,0.0294,3400.45,POL000338,2505.83,1,89.13
CUST00339,46,F,87658.21,Engineer,Miami,666,TXN000339,49.08,Utilities,2024-11-16 04:25:34,0,LOAN000339,38278.99,11,3597.21,0,0.851,-0.0119,11881.32,POL000339,2176.86,1,34.13
CUST00340,31,M,47437.88,Teacher,Boston,553,TXN000340,31.45,Pharmacy,2024-05-19 20:49:33,0,LOAN000340,70584.71,60,1463.17,1,1.224,0.0206,8869.97,POL000340,0,0,9.74
CUST00341,27,M,104398.95,Manager,Chicago,688,TXN000341,37.93,Pharmacy,2023-08-23 11:10:51,0,LOAN000341,87284.89,39,2478.47,0,0.338,0.0038,9989.15,POL000341,3297.96,1,34.51
CUST00342,43,M,85607.34,Doctor,Houston,625,TXN000342,143.9,Utilities,2023-05-04 11:33:16,0,LOAN000342,152134.7,14,11383.02,0,-0.592,0.0295,16393.81,POL000342,0,0,35.74
CUST00343,43,M,76163.93,Manager,Los Angeles,622,TXN000343,77.11,Clothing,2024-11-10 04:25:58,0,LOAN000343,63281.49,54,1386.15,0,0.976,-0.0338,8774.77,POL000343,0,0,35.13
CUST00344,32,M,63701.59,Engineer,Chicago,607,TXN000344,28.41,Pharmacy,2024-12-25 11:15:52,0,LOAN000344,117225.54,38,3494.75,0,0.001,-0.0026,12573.87,POL000344,0,0,66.12
CUST00345,32,F,60693.14,Teacher,Phoenix,641,TXN000345,131.47,Utilities,2024-11-11 20:54:57,0,LOAN000345,37619.56,56,792.59,0,0.686,0.1093,6168.83,POL000345,0,0,24.76
CUST00346,43,M,69119.32,Sales,Houston,650,TXN000346,29.56,Restaurant,2023-08-01 20:05:34,0,LOAN000346,134363.41,11,12646.52,0,-2.154,0.0151,4381.69,POL000346,1035.7,1,64.81
CUST00347,18,M,24477.75,Student,Chicago,542,TXN000347,25.71,Gas_Station,2023-03-14 11:59:00,0,LOAN000347,8650.6,42,241.52,0,0.447,0.0764,1253.7,POL000347,2818.61,1,59.25
CUST00348,18,M,43480.6,Sales,Austin,563,TXN000348,252.13,Electronics,2024-05-23 10:24:14,0,LOAN000348,62178.44,36,1969.74,0,-0.639,-0.0116,8607.56,POL000348,3313.75,1,91.04
CUST00349,29,M,50700.52,Teacher,Chicago,580,TXN000349,348.25,Travel,2023-10-07 23:00:09,0,LOAN000349,33864.65,39,995.25,0,1.653,0.0491,5608.98,POL000349,0,0,6.55
CUST00350,36,M,59154.03,Sales,Denver,617,TXN000350,108.4,Clothing,2023-07-14 11:35:40,0,LOAN000350,102652.61,46,2582.29,0,0.623,0.0626,4089.52,POL000350,0,0,30.49
CUST00351,44,M,87154.64,Lawyer,Denver,569,TXN000351,100.24,Utilities,2023-03-06 00:25:48,0,LOAN000351,163630.48,34,5441.45,0,0.24,0.0828,8203.67,POL000351,0,0,33.76
CUST00352,62,M,111053.42,Manager,Miami,696,TXN000352,64.55,Restaurant,2023-10-16 19:40:12,0,LOAN000352,53493.24,19,2960.24,0,0.486,-0.0879,11703.19,POL000352,0,0,1.97
CUST00353,52,F,108748.6,Engineer,Los Angeles,689,TXN000353,1,Clothing,2024-05-31 03:20:31,0,LOAN000353,70915.08,41,1924.39,0,-0.998,-0.0857,14391,POL000353,0,0,32.61
CUST00354,37,F,53360.61,Sales,Chicago,562,TXN000354,53.57,Grocery,2024-12-03 00:03:29,0,LOAN000354,73504.78,41,2080.94,0,1.623,0.0979,3093.27,POL000354,0,0,46.09
CUST00355,39,M,87703.93,Engineer,Denver,647,TXN000355,514.33,Travel,2024-05-19 00:34:54,0,LOAN000355,117099.14,58,2388.85,0,1.991,0.026,13638.23,POL000355,0,0,86.34
CUST00356,24,F,120020.92,Lawyer,Miami,631,TXN000356,25.78,Restaurant,2023-05-09 13:36:40,0,LOAN000356,126909.82,20,6763.2,0,0.393,-0.0257,20777.18,POL000356,623.07,1,56.8
CUST00357,39,F,18144.46,Clerk,Dallas,618,TXN000357,53.13,Online_Retail,2023-02-10 05:23:05,0,LOAN000357,12928.38,13,1039.37,0,1.59,-0.0309,1884.97,POL000357,3108.92,1,90.14
CUST00358,35,F,53939.82,Sales,Dallas,641,TXN000358,46.58,Gas_Station,2023-11-04 20:20:32,0,LOAN000358,41493.3,31,1470.45,0,-0.569,-0.0391,9665.32,POL000358,0,0,26.66
CUST00359,44,F,49543.54,Teacher,Denver,593,TXN000359,162.64,Clothing,2024-04-30 22:06:32,1,LOAN000359,58670.08,41,1644,0,-0.797,-0.0861,8910.5,POL000359,1229.47,1,69.6
CUST00360,27,M,22185.57,Clerk,Austin,541,TXN000360,64.14,Online_Retail,2023-08-26 07:06:18,0,LOAN000360,19816.33,53,456.21,0,0.041,0.1054,1892.12,POL000360,0,0,58.8
CUST00361,47,F,47947.46,Clerk,Denver,609,TXN000361,32.31,Entertainment,2024-07-17 21:24:14,0,LOAN000361,81445.46,26,3415.56,0,0.435,0.0076,7447.84,POL000361,3132.02,1,98.58
CUST00362,62,F,84132.29,Teacher,Austin,664,TXN000362,1,Entertainment,2024-06-27 06:31:55,0,LOAN000362,143855.45,33,4786.61,0,-0.394,-0.0108,9182.22,POL000362,0,0,37.77
CUST00363,38,F,91415.97,Manager,Dallas,643,TXN000363,31.03,Pharmacy,2024-08-09 14:32:52,0,LOAN000363,99934.75,9,11436.81,0,0.538,0.0402,8933.09,POL000363,4754.92,1,39.03
CUST00364,46,M,116676.34,Manager,Miami,655,TXN000364,606.31,Travel,2023-07-01 20:45:27,0,LOAN000364,43884.39,21,2224.43,0,0.306,0.0542,12533.19,POL000364,0,0,57.25
CUST00365,50,M,72735.06,Sales,Atlanta,608,TXN000365,227.74,Electronics,2023-11-30 09:26:40,0,LOAN000365,34899.34,27,1414.13,0,-0.998,0.0273,7799.73,POL000365,3560.78,1,80.83
CUST00366,33,M,46098.88,Clerk,Atlanta,600,TXN000366,59.11,Entertainment,2024-05-24 03:07:49,0,LOAN000366,18705.88,17,1167.54,0,0.519,0.0641,6074.35,POL000366,0,0,10.01
CUST00367,43,M,68391.63,Sales,Austin,643,TXN000367,232.21,Electronics,2023-03-12 20:04:33,0,LOAN000367,39398.09,21,2001.32,0,0.864,-0.0143,10215.87,POL000367,0,0,67.51
CUST00368,40,M,109100.42,Manager,Miami,634,TXN000368,99.45,Clothing,2024-06-30 13:52:56,0,LOAN000368,154064,56,3256.04,0,0.171,-0.0115,13226.32,POL000368,0,0,33.6
CUST00369,41,M,127393.38,Doctor,Miami,706,TXN000369,59.35,Clothing,2023-03-15 22:21:08,0,LOAN000369,195144.81,45,4842.79,0,1.153,0.0615,9966.5,POL000369,0,0,50.28
CUST00370,28,M,67960.68,Lawyer,Austin,575,TXN000370,191.16,Utilities,2023-01-01 20:15:00,0,LOAN000370,111907.44,43,3028.06,0,-1.217,-0.0507,7318.64,POL000370,0,0,76.49
CUST00371,40,F,47539.38,Sales,Philadelphia,605,TXN000371,333.86,Travel,2023-06-15 18:27:32,0,LOAN000371,83159.08,47,2062.94,0,0.468,0.0091,8969.36,POL000371,2653.83,1,33.95
CUST00372,47,F,44477.26,Sales,Boston,633,TXN000372,40.35,Gas_Station,2024-01-06 08:19:16,0,LOAN000372,77532.71,42,2098.89,0,-1.17,-0.0035,7827.75,POL000372,0,0,61.48
CUST00373,61,F,194332.55,Doctor,Miami,785,TXN000373,30.49,Grocery,2023-03-02 12:52:59,0,LOAN000373,226672.22,34,7093.12,0,-1.114,0.017,14213.5,POL000373,0,0,36.33
CUST00374,54,M,98411.93,Manager,Philadelphia,690,TXN000374,109.11,Restaurant,2023-04-14 01:42:12,0,LOAN000374,156493.04,23,7233.87,0,-0.631,-0.1015,19644.83,POL000374,0,0,43.6
CUST00375,72,M,30739.23,Retired,Chicago,629,TXN000375,86.59,Entertainment,2024-04-06 02:59:16,0,LOAN000375,19873.33,15,1391.37,0,-0.942,0.0169,4626.56,POL000375,0,0,49.7
CUST00376,28,M,88823.77,Engineer,Dallas,608,TXN000376,28.94,Gas_Station,2023-06-25 16:30:11,1,LOAN000376,165240.74,47,4094.51,0,-0.548,-0.0226,6230.24,POL000376,0,0,84.73
CUST00377,53,M,102385.13,Manager,Los Angeles,672,TXN000377,200.09,Utilities,2024-02-08 11:08:33,0,LOAN000377,196347.42,44,5032.75,0,-0.214,0.0311,6221.11,POL000377,0,0,78.71
CUST00378,42,M,128544.98,Manager,Dallas,660,TXN000378,55.07,Restaurant,2024-06-12 03:47:48,0,LOAN000378,89215.69,23,4148.17,0,0.837,0.0556,6730.12,POL000378,0,0,84.04
CUST00379,72,F,26264.1,Retired,Dallas,634,TXN000379,182.7,Travel,2023-12-12 16:38:52,0,LOAN000379,3273.4,6,557.27,0,-0.321,0.074,4155,POL000379,0,0,53.58
CUST00380,27,F,36362.25,Clerk,Miami,513,TXN000380,47.21,Restaurant,2023-01-08 05:07:16,0,LOAN000380,46509.76,44,1261.24,0,-1.586,0.036,4472.75,POL000380,0,0,28.74
CUST00381,27,M,25545.18,Service,Phoenix,534,TXN000381,1,Online_Retail,2023-01-07 06:17:49,0,LOAN000381,44786.43,26,1908.98,0,1.14,0.0901,2950.73,POL000381,0,0,4.75
CUST00382,31,M,22447.86,Service,Denver,545,TXN000382,137.72,Online_Retail,2024-06-24 06:52:11,0,LOAN000382,41120.53,6,7036.47,0,-0.837,0.0554,4456.63,POL000382,0,0,99.62
CUST00383,18,M,21941.15,Student,Phoenix,520,TXN000383,13.38,Grocery,2023-09-24 20:41:10,0,LOAN000383,29192.73,20,1585.34,0,-0.059,0.0134,1375.7,POL000383,5563.33,1,40.2
CUST00384,32,M,100251.86,Lawyer,Austin,627,TXN000384,33.15,Restaurant,2024-09-26 16:00:58,0,LOAN000384,114143.64,9,13080.1,0,0.447,0.0105,14670.5,POL000384,0,0,22.59
CUST00385,28,F,27424.19,Service,New York,551,TXN000385,1,Travel,2023-04-04 16:01:51,0,LOAN000385,43184.29,25,1900.42,0,0.2,0.0476,3081.88,POL000385,0,0,74.29
CUST00386,42,M,108550.99,Doctor,Philadelphia,676,TXN000386,38.28,Gas_Station,2024-10-30 05:54:19,0,LOAN000386,71528.34,15,4977.15,0,1.094,0.0585,12852.9,POL000386,0,0,9.2
CUST00387,45,M,41327.35,Teacher,San Francisco,627,TXN000387,46.99,Grocery,2023-11-25 00:30:08,0,LOAN000387,57736.45,28,2253.07,0,0.479,-0.0059,6957.02,POL000387,3988.88,1,84.42
CUST00388,68,M,29501.37,Retired,Los Angeles,616,TXN000388,167.33,Electronics,2024-06-23 01:40:32,0,LOAN000388,12691.81,46,319.39,0,-0.861,0.003,4149.79,POL000388,0,0,9.47
